from_concept,to_concept,weight
Control (management),Mathematical analysis,3
Control (management),Mathematics,6
Control (management),Mobile robot,1
Control (management),Operating system,3
Control (management),Optics,1
Control (management),Physics,3
Control (management),Process (computing),1
Control (management),Robot,2
Control (management),Robot learning,1
Domain (mathematical analysis),Explainable Artificial Intelligence (XAI),4
Domain (mathematical analysis),Focus (optics),1
Domain (mathematical analysis),Inductive transfer,1
Domain (mathematical analysis),Instance-based learning,1
Domain (mathematical analysis),Literature,1
Domain (mathematical analysis),Machine Learning and Algorithms,1
Domain (mathematical analysis),Machine Learning and Data Classification,1
Domain (mathematical analysis),Machine learning,10
Domain (mathematical analysis),Mathematical analysis,14
Domain (mathematical analysis),Mathematics,14
Domain (mathematical analysis),Mobile robot,1
Domain (mathematical analysis),Operating system,3
Domain (mathematical analysis),Optics,1
Domain (mathematical analysis),Physics,3
Domain (mathematical analysis),Process (computing),2
Domain (mathematical analysis),Robot,1
Domain (mathematical analysis),Robot learning,1
Explainable Artificial Intelligence (XAI),Focus (optics),1
Explainable Artificial Intelligence (XAI),Inductive transfer,1
Explainable Artificial Intelligence (XAI),Instance-based learning,1
Explainable Artificial Intelligence (XAI),Literature,1
Explainable Artificial Intelligence (XAI),Machine Learning and Algorithms,1
Explainable Artificial Intelligence (XAI),Machine Learning and Data Classification,4
Explainable Artificial Intelligence (XAI),Machine learning,17
Explainable Artificial Intelligence (XAI),Mathematical analysis,5
Explainable Artificial Intelligence (XAI),Mathematics,11
Explainable Artificial Intelligence (XAI),Mobile robot,1
Explainable Artificial Intelligence (XAI),Operating system,4
Explainable Artificial Intelligence (XAI),Optics,2
Explainable Artificial Intelligence (XAI),Physics,7
Explainable Artificial Intelligence (XAI),Process (computing),4
Explainable Artificial Intelligence (XAI),Robot,1
Explainable Artificial Intelligence (XAI),Robot learning,1
Focus (optics),Inductive transfer,1
Focus (optics),Instance-based learning,1
Focus (optics),Literature,1
Focus (optics),Machine Learning and Algorithms,1
Focus (optics),Machine Learning and Data Classification,1
Focus (optics),Mathematical analysis,1
Focus (optics),Mathematics,2
Focus (optics),Mobile robot,1
Focus (optics),Operating system,1
Focus (optics),Process (computing),1
Focus (optics),Robot,1
Focus (optics),Robot learning,1
Inductive transfer,Instance-based learning,1
Inductive transfer,Literature,1
Inductive transfer,Machine Learning and Algorithms,1
Inductive transfer,Machine Learning and Data Classification,1
Inductive transfer,Machine learning,1
Inductive transfer,Mathematical analysis,1
Inductive transfer,Mathematics,1
Inductive transfer,Mobile robot,1
Inductive transfer,Operating system,1
Inductive transfer,Optics,1
Inductive transfer,Physics,1
Inductive transfer,Process (computing),1
Inductive transfer,Robot,1
Inductive transfer,Robot learning,1
Instance-based learning,Literature,1
Instance-based learning,Machine Learning and Algorithms,1
Instance-based learning,Machine Learning and Data Classification,1
Instance-based learning,Machine learning,1
Instance-based learning,Mathematical analysis,1
Instance-based learning,Mathematics,1
Instance-based learning,Mobile robot,1
Instance-based learning,Operating system,1
Instance-based learning,Optics,1
Instance-based learning,Physics,1
Instance-based learning,Process (computing),1
Instance-based learning,Robot,1
Instance-based learning,Robot learning,1
Literature,Machine Learning and Algorithms,1
Literature,Machine Learning and Data Classification,1
Literature,Machine learning,3
Literature,Mathematical analysis,1
Literature,Mathematics,4
Literature,Mobile robot,1
Literature,Operating system,1
Literature,Optics,1
Literature,Physics,1
Literature,Process (computing),1
Literature,Robot,1
Literature,Robot learning,1
Machine Learning and Algorithms,Machine Learning and Data Classification,2
Machine Learning and Algorithms,Machine learning,2
Machine Learning and Algorithms,Mathematical analysis,1
Machine Learning and Algorithms,Mathematics,1
Machine Learning and Algorithms,Mobile robot,1
Machine Learning and Algorithms,Operating system,1
Machine Learning and Algorithms,Optics,1
Machine Learning and Algorithms,Physics,1
Machine Learning and Algorithms,Process (computing),1
Machine Learning and Algorithms,Robot,1
Machine Learning and Algorithms,Robot learning,1
Machine Learning and Data Classification,Mathematical analysis,1
Machine Learning and Data Classification,Mathematics,3
Machine Learning and Data Classification,Mobile robot,1
Machine Learning and Data Classification,Operating system,1
Machine Learning and Data Classification,Optics,1
Machine Learning and Data Classification,Physics,1
Machine Learning and Data Classification,Process (computing),1
Machine Learning and Data Classification,Robot,1
Machine Learning and Data Classification,Robot learning,1
Machine learning,Mathematical analysis,11
Machine learning,Mathematics,40
Machine learning,Mobile robot,1
Machine learning,Operating system,10
Machine learning,Process (computing),8
Machine learning,Robot,3
Machine learning,Robot learning,1
Mathematical analysis,Mathematics,21
Mathematical analysis,Mobile robot,1
Mathematical analysis,Operating system,3
Mathematical analysis,Optics,1
Mathematical analysis,Physics,4
Mathematical analysis,Process (computing),2
Mathematical analysis,Robot,2
Mathematical analysis,Robot learning,1
Mathematics,Mobile robot,1
Mathematics,Operating system,5
Mathematics,Optics,2
Mathematics,Physics,11
Mathematics,Process (computing),4
Mathematics,Robot,4
Mathematics,Robot learning,1
Mobile robot,Operating system,1
Mobile robot,Optics,1
Mobile robot,Physics,1
Mobile robot,Process (computing),1
Mobile robot,Robot,1
Mobile robot,Robot learning,1
Operating system,Optics,1
Operating system,Physics,3
Operating system,Process (computing),15
Operating system,Robot,1
Operating system,Robot learning,1
Optics,Process (computing),1
Optics,Robot,1
Optics,Robot learning,1
Physics,Process (computing),1
Physics,Robot,1
Physics,Robot learning,1
Process (computing),Robot,1
Process (computing),Robot learning,1
Robot,Robot learning,1
Biology,Computer science,38
Biology,Context (archaeology),10
Biology,Curriculum,2
Biology,Educational Games and Gamification,2
Biology,"Genetics, Bioinformatics, and Biomedical Research",1
Biology,Geodesy,1
Biology,Geography,1
Biology,Knowledge management,9
Biology,Law,12
Biology,Literacy,3
Biology,Mathematics education,4
Biology,Pace,1
Biology,Paleontology,16
Biology,Pedagogy,4
Biology,Political science,12
Biology,Psychology,8
Biology,Teaching and Learning Programming,1
Biology,Teamwork,1
Computer science,Context (archaeology),12
Computer science,Curriculum,3
Computer science,Educational Games and Gamification,3
Computer science,"Genetics, Bioinformatics, and Biomedical Research",2
Computer science,Geodesy,10
Computer science,Geography,13
Computer science,Literacy,4
Computer science,Mathematics education,9
Computer science,Pace,1
Computer science,Paleontology,17
Computer science,Teaching and Learning Programming,1
Computer science,Teamwork,1
Context (archaeology),Curriculum,2
Context (archaeology),Educational Games and Gamification,2
Context (archaeology),"Genetics, Bioinformatics, and Biomedical Research",1
Context (archaeology),Geodesy,1
Context (archaeology),Geography,3
Context (archaeology),Knowledge management,4
Context (archaeology),Law,5
Context (archaeology),Literacy,2
Context (archaeology),Mathematics education,2
Context (archaeology),Pace,1
Context (archaeology),Paleontology,10
Context (archaeology),Pedagogy,2
Context (archaeology),Political science,5
Context (archaeology),Psychology,4
Context (archaeology),Teaching and Learning Programming,1
Context (archaeology),Teamwork,1
Curriculum,Educational Games and Gamification,2
Curriculum,"Genetics, Bioinformatics, and Biomedical Research",1
Curriculum,Geodesy,1
Curriculum,Geography,1
Curriculum,Knowledge management,2
Curriculum,Law,2
Curriculum,Literacy,3
Curriculum,Mathematics education,2
Curriculum,Pace,1
Curriculum,Paleontology,2
Curriculum,Pedagogy,4
Curriculum,Political science,2
Curriculum,Psychology,4
Curriculum,Teaching and Learning Programming,2
Curriculum,Teamwork,1
Educational Games and Gamification,"Genetics, Bioinformatics, and Biomedical Research",2
Educational Games and Gamification,Geodesy,1
Educational Games and Gamification,Geography,1
Educational Games and Gamification,Knowledge management,2
Educational Games and Gamification,Law,1
Educational Games and Gamification,Literacy,3
Educational Games and Gamification,Mathematics education,5
Educational Games and Gamification,Pace,1
Educational Games and Gamification,Paleontology,2
Educational Games and Gamification,Pedagogy,3
Educational Games and Gamification,Political science,1
Educational Games and Gamification,Psychology,5
Educational Games and Gamification,Teaching and Learning Programming,3
Educational Games and Gamification,Teamwork,1
"Genetics, Bioinformatics, and Biomedical Research",Geodesy,1
"Genetics, Bioinformatics, and Biomedical Research",Geography,1
"Genetics, Bioinformatics, and Biomedical Research",Knowledge management,1
"Genetics, Bioinformatics, and Biomedical Research",Law,1
"Genetics, Bioinformatics, and Biomedical Research",Literacy,2
"Genetics, Bioinformatics, and Biomedical Research",Mathematics education,2
"Genetics, Bioinformatics, and Biomedical Research",Pace,1
"Genetics, Bioinformatics, and Biomedical Research",Paleontology,1
"Genetics, Bioinformatics, and Biomedical Research",Pedagogy,2
"Genetics, Bioinformatics, and Biomedical Research",Political science,1
"Genetics, Bioinformatics, and Biomedical Research",Psychology,2
"Genetics, Bioinformatics, and Biomedical Research",Teaching and Learning Programming,2
"Genetics, Bioinformatics, and Biomedical Research",Teamwork,1
Geodesy,Geography,10
Geodesy,Knowledge management,1
Geodesy,Law,2
Geodesy,Literacy,1
Geodesy,Mathematics education,1
Geodesy,Pace,1
Geodesy,Paleontology,1
Geodesy,Pedagogy,1
Geodesy,Political science,2
Geodesy,Psychology,1
Geodesy,Teaching and Learning Programming,1
Geodesy,Teamwork,1
Geography,Knowledge management,1
Geography,Law,3
Geography,Literacy,1
Geography,Mathematics education,1
Geography,Pace,1
Geography,Paleontology,1
Geography,Pedagogy,1
Geography,Political science,3
Geography,Psychology,2
Geography,Teaching and Learning Programming,1
Geography,Teamwork,1
Knowledge management,Literacy,2
Knowledge management,Mathematics education,2
Knowledge management,Pace,1
Knowledge management,Paleontology,5
Knowledge management,Teaching and Learning Programming,1
Knowledge management,Teamwork,1
Law,Literacy,2
Law,Mathematics education,4
Law,Pace,1
Law,Paleontology,6
Law,Teaching and Learning Programming,1
Law,Teamwork,1
Literacy,Mathematics education,5
Literacy,Pace,1
Literacy,Paleontology,3
Literacy,Pedagogy,6
Literacy,Political science,2
Literacy,Psychology,6
Literacy,Teaching and Learning Programming,3
Literacy,Teamwork,1
Mathematics education,Pace,1
Mathematics education,Paleontology,3
Mathematics education,Pedagogy,6
Mathematics education,Political science,4
Mathematics education,Psychology,12
Mathematics education,Teaching and Learning Programming,3
